2025-04-15 16:15:37 | 127.0.0.1 | GET | /index | 200
2025-04-15 16:15:37 | 127.0.0.1 | GET | /style.css | 200
2025-04-15 16:15:37 | 127.0.0.1 | GET | /images.jpg | 200
2025-04-15 16:15:37 | 127.0.0.1 | GET | /Testeo_3.mp4 | 200
2025-04-15 16:20:04 | 127.0.0.1 | GET | /index | 200
2025-04-15 16:20:04 | 127.0.0.1 | GET | /style.css | 200
2025-04-15 16:20:04 | 127.0.0.1 | GET | /images.jpg | 200
2025-04-15 16:20:04 | 127.0.0.1 | GET | /Testeo_3.mp4 | 200
2025-04-15 16:20:07 | 127.0.0.1 | GET | /favicon.ico | 404
2025-04-15 16:48:44 | 127.0.0.1 | HEAD | /index | 200
2025-04-16 09:50:57 | 127.0.0.1 | GET | /index | 200
2025-04-16 09:51:22 | 127.0.0.1 | GET | /index | 200
2025-04-16 09:51:22 | 127.0.0.1 | GET | /style.css | 200
2025-04-16 09:51:23 | 127.0.0.1 | GET | /images.jpg | 200
2025-04-16 09:51:23 | 127.0.0.1 | GET | /Testeo_3.mp4 | 200
2025-04-16 09:51:24 | 127.0.0.1 | GET | /favicon.ico | 404
2025-04-16 09:53:17 | 127.0.0.1 | POST | /submit | 400
2025-04-16 10:29:49 | 127.0.0.1 | GET | /case1 | 200
2025-04-16 10:29:49 | 127.0.0.1 | GET | /templates/images.jpg | 404
2025-04-16 10:31:02 | 127.0.0.1 | GET | /case1 | 200
2025-04-16 10:31:02 | 127.0.0.1 | GET | /templates/images.jpg | 404
2025-04-16 10:31:04 | 127.0.0.1 | GET | /case1 | 200
2025-04-16 10:31:04 | 127.0.0.1 | GET | /templates/images.jpg | 404
2025-04-16 10:32:15 | 127.0.0.1 | GET | /case1 | 200
2025-04-16 10:32:15 | 127.0.0.1 | GET | /images.jpg | 404
2025-04-16 10:33:59 | 127.0.0.1 | GET | /case1 | 200
2025-04-16 10:33:59 | 127.0.0.1 | GET | /images.jpg | 404
2025-04-16 10:35:00 | 127.0.0.1 | GET | /case1 | 200
2025-04-16 10:35:00 | 127.0.0.1 | GET | /images.jpg | 404
2025-04-16 10:35:38 | 127.0.0.1 | GET | /case1 | 200
2025-04-16 10:36:44 | 127.0.0.1 | GET | /case1 | 200
2025-04-16 10:36:50 | 127.0.0.1 | GET | /case1 | 200
2025-04-16 10:36:50 | 127.0.0.1 | GET | /images.jpg | 404
2025-04-16 10:37:38 | 127.0.0.1 | GET | /case1 | 200
2025-04-16 10:37:39 | 127.0.0.1 | GET | /images.jpg | 404
2025-04-16 10:39:20 | 127.0.0.1 | GET | /case1 | 200
2025-04-16 10:39:20 | 127.0.0.1 | GET | /static/images.jpg | 404
2025-04-16 10:39:40 | 127.0.0.1 | GET | /case1 | 200
2025-04-16 11:23:32 | 127.0.0.1 | GET | /index | 404
2025-04-16 11:23:56 | 127.0.0.1 | GET | / | 200
2025-04-16 11:24:04 | 127.0.0.1 | GET | /case1 | 200
2025-04-16 11:24:04 | 127.0.0.1 | GET | /images/logo.jpg | 200
2025-04-16 11:25:30 | 127.0.0.1 | GET | /case1 | 200
2025-04-16 11:25:30 | 127.0.0.1 | GET | /images/logo.jpg | 200
2025-04-16 11:30:51 | 127.0.0.1 | GET | /case2 | 404
2025-04-16 11:31:03 | 127.0.0.1 | GET | /case2 | 404
2025-04-16 11:31:19 | 127.0.0.1 | GET | /case2 | 404
2025-04-16 11:31:20 | 127.0.0.1 | GET | /case2 | 404
2025-04-16 11:31:21 | 127.0.0.1 | GET | /case2 | 404
2025-04-16 11:32:23 | 127.0.0.1 | GET | /case2 | 200
2025-04-16 11:32:24 | 127.0.0.1 | GET | /videos/Testeo_3.mp4 | 200
2025-04-16 11:33:58 | 127.0.0.1 | GET | /case3 | 200
2025-04-16 11:33:58 | 127.0.0.1 | GET | /styles/style.css | 200
2025-04-16 11:33:58 | 127.0.0.1 | GET | /images/logo.jpg | 200
2025-04-16 11:33:58 | 127.0.0.1 | GET | /videos/Testeo_3.mp4 | 200
2025-04-16 11:34:26 | 127.0.0.1 | GET | /case3 | 200
2025-04-16 11:34:26 | 127.0.0.1 | GET | /styles/style.css | 200
2025-04-16 11:34:26 | 127.0.0.1 | GET | /images/logo.jpg | 200
2025-04-16 11:34:27 | 127.0.0.1 | GET | /videos/Testeo_3.mp4 | 200
2025-04-16 11:35:17 | 127.0.0.1 | GET | /case4 | 200
2025-04-16 11:35:17 | 127.0.0.1 | GET | /images/logo.jpg | 200
